ResultID,WOID,MachineID,MachineName,ChecklistID,TaskNo,TaskDescription,TaskType,AcceptanceStandard,Mandatory,SafetyCritical,Result,MeasuredValue,Observation,TechID,RecordedDate,AbnormalityRaised
WO-00074-T12,WO-00074,MC-008,VMC MC-01,CL-CNC-MILL,12,Check chiller for spindle - temp and level,Measurement,20 +/- 2 deg C,Yes,No,OK,19.21,,TECH-02,2026-02-17,No
WO-00076-T01,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2026-06-07,No
WO-00076-T02,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-02,2026-06-07,No
WO-00076-T03,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,52.23,,TECH-02,2026-06-07,No
WO-00076-T04,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-02,2026-06-07,No
WO-00076-T05,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-02,2026-06-07,No
WO-00076-T06,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,27.99,,TECH-02,2026-06-07,No
WO-00076-T07,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,3.73,,TECH-02,2026-06-07,No
WO-00076-T08,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,31.35,,TECH-02,2026-06-07,No
WO-00076-T09,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,37.55,,TECH-02,2026-06-07,No
WO-00076-T10,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,30.16,,TECH-02,2026-06-07,No
WO-00076-T11,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-02,2026-06-07,No
WO-00076-T12,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-02,2026-06-07,No
WO-00076-T13,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,26.8,,TECH-02,2026-06-07,No
WO-00076-T14,WO-00076,MC-006,CNC Lathe TL-04,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2026-06-07,No
WO-00077-T01,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2026-06-10,No
WO-00077-T02,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-01,2026-06-10,No
WO-00077-T03,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,42.05,,TECH-01,2026-06-10,No
WO-00077-T04,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-01,2026-06-10,No
WO-00077-T05,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-01,2026-06-10,No
WO-00077-T06,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,7.72,,TECH-01,2026-06-10,No
WO-00077-T07,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,58.4,,TECH-01,2026-06-10,No
WO-00077-T08,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,36.73,,TECH-01,2026-06-10,No
WO-00077-T09,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,14.74,,TECH-01,2026-06-10,No
WO-00077-T10,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,9.92,,TECH-01,2026-06-10,No
WO-00077-T11,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-01,2026-06-10,No
WO-00077-T12,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-01,2026-06-10,No
WO-00077-T13,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,33.27,,TECH-01,2026-06-10,No
WO-00077-T14,WO-00077,MC-007,CNC Lathe TL-05,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2026-06-10,No
WO-00078-T01,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2026-06-16,No
WO-00078-T02,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,2,"Clean work enclosure, chip auger and coolant tank",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-03,2026-06-16,No
WO-00078-T03,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,50.01,,TECH-03,2026-06-16,No
WO-00078-T04,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,4,Grease ball screws and linear guides,Lubrication,As per lube chart,Yes,No,OK,,,TECH-03,2026-06-16,No
WO-00078-T05,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,5,Spindle taper cleaning and condition check,Visual,No fretting / burr,Yes,No,OK,,,TECH-03,2026-06-16,No
WO-00078-T06,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,30.15,,TECH-03,2026-06-16,No
WO-00078-T07,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,7,ATC arm alignment and tool clamp force,Measurement,Within OEM spec,Yes,Yes,OK,43.14,,TECH-03,2026-06-16,No
WO-00078-T08,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,8,Check hydraulic / pneumatic pressure,Measurement,5.5 - 6.5 bar,Yes,No,OK,30.78,,TECH-03,2026-06-16,No
WO-00078-T09,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,9,Verify axis home position repeatability,Measurement,<= 0.005 mm,No,No,OK,16.77,,TECH-03,2026-06-16,No
WO-00078-T10,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,10,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-03,2026-06-16,No
WO-00078-T11,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,11,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-03,2026-06-16,No
WO-00078-T12,WO-00078,MC-008,VMC MC-01,CL-CNC-MILL,12,Check chiller for spindle - temp and level,Measurement,20 +/- 2 deg C,Yes,No,OK,50.17,,TECH-03,2026-06-16,No
WO-00079-T01,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2026-06-23,No
WO-00079-T02,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,2,"Clean work enclosure, chip auger and coolant tank",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-02,2026-06-23,No
WO-00079-T03,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,Not OK,51.91,Deviation observed - abnormality raised,TECH-02,2026-06-23,Yes
WO-00079-T04,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,4,Grease ball screws and linear guides,Lubrication,As per lube chart,Yes,No,OK,,,TECH-02,2026-06-23,No
WO-00079-T05,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,5,Spindle taper cleaning and condition check,Visual,No fretting / burr,Yes,No,OK,,,TECH-02,2026-06-23,No
WO-00079-T06,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,16.94,,TECH-02,2026-06-23,No
WO-00079-T07,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,7,ATC arm alignment and tool clamp force,Measurement,Within OEM spec,Yes,Yes,OK,47.51,,TECH-02,2026-06-23,No
WO-00079-T08,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,8,Check hydraulic / pneumatic pressure,Measurement,5.5 - 6.5 bar,Yes,No,OK,25.19,,TECH-02,2026-06-23,No
WO-00079-T09,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,9,Verify axis home position repeatability,Measurement,<= 0.005 mm,No,No,Not OK,56.09,Deviation observed - abnormality raised,TECH-02,2026-06-23,Yes
WO-00079-T10,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,10,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-02,2026-06-23,No
WO-00079-T11,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,11,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2026-06-23,No
WO-00079-T12,WO-00079,MC-009,VMC MC-02,CL-CNC-MILL,12,Check chiller for spindle - temp and level,Measurement,20 +/- 2 deg C,Yes,No,OK,30.71,,TECH-02,2026-06-23,No
WO-00092-T01,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2024-10-09,No
WO-00092-T02,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,OK,,,TECH-03,2024-10-09,No
WO-00092-T03,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,51.98,,TECH-03,2024-10-09,No
WO-00092-T04,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,4,Work spindle bearing temperature,Measurement,<= 60 deg C,Yes,No,OK,27.07,,TECH-03,2024-10-09,No
WO-00092-T05,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,5,Check and top up gearbox oil,Lubrication,Between MIN and MAX,Yes,No,OK,,,TECH-03,2024-10-09,No
WO-00092-T06,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,6,Inspect timing belts / drive couplings,Visual,"No crack, correct tension",Yes,No,OK,,,TECH-03,2024-10-09,No
WO-00092-T07,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,7,Index table backlash check,Measurement,<= 0.01 deg,No,No,OK,29.32,,TECH-03,2024-10-09,No
WO-00092-T08,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,8,Coolant flow at cutting zone,Measurement,>= 40 L/min,Yes,No,OK,20.28,,TECH-03,2024-10-09,No
WO-00092-T09,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,9,Check guarding and interlocks,Safety,All interlocks active,Yes,Yes,OK,,,TECH-03,2024-10-09,No
WO-00092-T10,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-03,2024-10-09,No
WO-00092-T11,WO-00092,MC-010,Gear Hobber GH-01,CL-GEAR,11,Hydraulic power pack pressure and leak check,Measurement,"45 - 55 bar, no leak",Yes,No,OK,45.89,,TECH-03,2024-10-09,No
WO-00094-T01,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2024-11-04,No
WO-00094-T02,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,OK,,,TECH-01,2024-11-04,No
WO-00094-T03,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,46.64,,TECH-01,2024-11-04,No
WO-00094-T04,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,4,Work spindle bearing temperature,Measurement,<= 60 deg C,Yes,No,OK,3.1,,TECH-01,2024-11-04,No
WO-00094-T05,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,5,Check and top up gearbox oil,Lubrication,Between MIN and MAX,Yes,No,OK,,,TECH-01,2024-11-04,No
WO-00094-T06,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,6,Inspect timing belts / drive couplings,Visual,"No crack, correct tension",Yes,No,OK,,,TECH-01,2024-11-04,No
WO-00094-T07,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,7,Index table backlash check,Measurement,<= 0.01 deg,No,No,OK,44.81,,TECH-01,2024-11-04,No
WO-00094-T08,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,8,Coolant flow at cutting zone,Measurement,>= 40 L/min,Yes,No,OK,42.46,,TECH-01,2024-11-04,No
WO-00094-T09,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,9,Check guarding and interlocks,Safety,All interlocks active,Yes,Yes,OK,,,TECH-01,2024-11-04,No
WO-00094-T10,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2024-11-04,No
WO-00094-T11,WO-00094,MC-012,Gear Shaver GS-01,CL-GEAR,11,Hydraulic power pack pressure and leak check,Measurement,"45 - 55 bar, no leak",Yes,No,OK,48.78,,TECH-01,2024-11-04,No
WO-00095-T01,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2024-10-24,No
WO-00095-T02,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-03,2024-10-24,No
WO-00095-T03,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,30.39,,TECH-03,2024-10-24,No
WO-00095-T04,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-03,2024-10-24,No
WO-00095-T05,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,35.62,,TECH-03,2024-10-24,No
WO-00095-T06,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-03,2024-10-24,No
WO-00095-T07,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-03,2024-10-24,No
WO-00095-T08,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-03,2024-10-24,No
WO-00095-T09,WO-00095,MC-013,Deburring Unit DB-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-03,2024-10-24,No
WO-00096-T01,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-04-02,No
WO-00096-T02,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,OK,,,TECH-01,2025-04-02,No
WO-00096-T03,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,43.49,,TECH-01,2025-04-02,No
WO-00096-T04,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,4,Work spindle bearing temperature,Measurement,<= 60 deg C,Yes,No,OK,24.89,,TECH-01,2025-04-02,No
WO-00096-T05,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,5,Check and top up gearbox oil,Lubrication,Between MIN and MAX,Yes,No,OK,,,TECH-01,2025-04-02,No
WO-00096-T06,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,6,Inspect timing belts / drive couplings,Visual,"No crack, correct tension",Yes,No,OK,,,TECH-01,2025-04-02,No
WO-00096-T07,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,7,Index table backlash check,Measurement,<= 0.01 deg,No,No,OK,39.46,,TECH-01,2025-04-02,No
WO-00096-T08,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,8,Coolant flow at cutting zone,Measurement,>= 40 L/min,Yes,No,OK,9.68,,TECH-01,2025-04-02,No
WO-00096-T09,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,9,Check guarding and interlocks,Safety,All interlocks active,Yes,Yes,OK,,,TECH-01,2025-04-02,No
WO-00096-T10,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-04-02,No
WO-00096-T11,WO-00096,MC-010,Gear Hobber GH-01,CL-GEAR,11,Hydraulic power pack pressure and leak check,Measurement,"45 - 55 bar, no leak",Yes,No,OK,28.43,,TECH-01,2025-04-02,No
WO-00097-T01,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2025-03-14,No
WO-00097-T02,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,OK,,,TECH-03,2025-03-14,No
WO-00097-T03,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,51.63,,TECH-03,2025-03-14,No
WO-00097-T04,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,4,Work spindle bearing temperature,Measurement,<= 60 deg C,Yes,No,OK,23.11,,TECH-03,2025-03-14,No
WO-00097-T05,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,5,Check and top up gearbox oil,Lubrication,Between MIN and MAX,Yes,No,OK,,,TECH-03,2025-03-14,No
WO-00097-T06,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,6,Inspect timing belts / drive couplings,Visual,"No crack, correct tension",Yes,No,OK,,,TECH-03,2025-03-14,No
WO-00097-T07,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,7,Index table backlash check,Measurement,<= 0.01 deg,No,No,OK,19.34,,TECH-03,2025-03-14,No
WO-00097-T08,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,8,Coolant flow at cutting zone,Measurement,>= 40 L/min,Yes,No,OK,43.26,,TECH-03,2025-03-14,No
WO-00097-T09,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,9,Check guarding and interlocks,Safety,All interlocks active,Yes,Yes,OK,,,TECH-03,2025-03-14,No
WO-00097-T10,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-03,2025-03-14,No
WO-00097-T11,WO-00097,MC-011,Gear Hobber GH-02,CL-GEAR,11,Hydraulic power pack pressure and leak check,Measurement,"45 - 55 bar, no leak",Yes,No,Not OK,45.68,Deviation observed - abnormality raised,TECH-03,2025-03-14,Yes
WO-00098-T01,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-03-18,No
WO-00098-T02,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,Not OK,,Deviation observed - abnormality raised,TECH-02,2025-03-18,Yes
WO-00098-T03,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,26.32,,TECH-02,2025-03-18,No
WO-00098-T04,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,4,Work spindle bearing temperature,Measurement,<= 60 deg C,Yes,No,Not OK,6.36,Deviation observed - abnormality raised,TECH-02,2025-03-18,Yes
WO-00098-T05,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,5,Check and top up gearbox oil,Lubrication,Between MIN and MAX,Yes,No,OK,,,TECH-02,2025-03-18,No
WO-00098-T06,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,6,Inspect timing belts / drive couplings,Visual,"No crack, correct tension",Yes,No,OK,,,TECH-02,2025-03-18,No
WO-00098-T07,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,7,Index table backlash check,Measurement,<= 0.01 deg,No,No,OK,38.21,,TECH-02,2025-03-18,No
WO-00098-T08,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,8,Coolant flow at cutting zone,Measurement,>= 40 L/min,Yes,No,OK,52.42,,TECH-02,2025-03-18,No
WO-00098-T09,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,9,Check guarding and interlocks,Safety,All interlocks active,Yes,Yes,OK,,,TECH-02,2025-03-18,No
WO-00098-T10,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-03-18,No
WO-00098-T11,WO-00098,MC-012,Gear Shaver GS-01,CL-GEAR,11,Hydraulic power pack pressure and leak check,Measurement,"45 - 55 bar, no leak",Yes,No,OK,26.9,,TECH-02,2025-03-18,No
WO-00099-T01,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-04-01,No
WO-00099-T02,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-01,2025-04-01,No
WO-00099-T03,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,21.83,,TECH-01,2025-04-01,No
WO-00099-T04,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-01,2025-04-01,No
WO-00099-T05,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,26.13,,TECH-01,2025-04-01,No
WO-00099-T06,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-01,2025-04-01,No
WO-00099-T07,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-01,2025-04-01,No
WO-00099-T08,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-01,2025-04-01,No
WO-00099-T09,WO-00099,MC-013,Deburring Unit DB-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-04-01,No
WO-00100-T01,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-08-06,No
WO-00100-T02,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,OK,,,TECH-02,2025-08-06,No
WO-00100-T03,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,52.31,,TECH-02,2025-08-06,No
WO-00100-T04,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,4,Work spindle bearing temperature,Measurement,<= 60 deg C,Yes,No,OK,37.37,,TECH-02,2025-08-06,No
WO-00100-T05,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,5,Check and top up gearbox oil,Lubrication,Between MIN and MAX,Yes,No,OK,,,TECH-02,2025-08-06,No
WO-00100-T06,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,6,Inspect timing belts / drive couplings,Visual,"No crack, correct tension",Yes,No,OK,,,TECH-02,2025-08-06,No
WO-00100-T07,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,7,Index table backlash check,Measurement,<= 0.01 deg,No,No,OK,14.83,,TECH-02,2025-08-06,No
WO-00100-T08,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,8,Coolant flow at cutting zone,Measurement,>= 40 L/min,Yes,No,OK,54.81,,TECH-02,2025-08-06,No
WO-00100-T09,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,9,Check guarding and interlocks,Safety,All interlocks active,Yes,Yes,OK,,,TECH-02,2025-08-06,No
WO-00100-T10,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-08-06,No
WO-00100-T11,WO-00100,MC-010,Gear Hobber GH-01,CL-GEAR,11,Hydraulic power pack pressure and leak check,Measurement,"45 - 55 bar, no leak",Yes,No,OK,9.02,,TECH-02,2025-08-06,No
WO-00101-T01,WO-00101,MC-011,Gear Hobber GH-02,CL-GEAR,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-08-13,No
WO-00101-T02,WO-00101,MC-011,Gear Hobber GH-02,CL-GEAR,2,"Clean machine bed, swarf tray and coolant filter",Cleaning,Filter clear,Yes,No,OK,,,TECH-01,2025-08-13,No
WO-00101-T03,WO-00101,MC-011,Gear Hobber GH-02,CL-GEAR,3,Hob head / cutter spindle runout,Measurement,<= 0.008 mm,Yes,No,OK,54.12,,TECH-01,2025-08-13,No
